StarRating,Review,Keywords,Sentiment,Sentiment_Score
1,horrible app never problem new revised app actually go web page instead certain thing example need enter new payment method freeze go page want address also clothing size wanted web page app device problem app,"['horrible', 'app', 'never', 'problem', 'new', 'revised', 'app', 'actually', 'go', 'web', 'page', 'instead', 'certain', 'thing', 'example', 'need', 'enter', 'new', 'payment', 'method', 'freeze', 'go', 'page', 'want', 'address', 'also', 'clothing', 'size', 'wanted', 'web', 'page', 'app', 'device', 'problem', 'app']",Negative,-0.1025974025974026
4,guy make feature automatic classification good added shopping list quickly view list good class clothes cosmetic childrens toy etc ui implemented filter better list product class icon placed example new tab list registry,"['guy', 'make', 'feature', 'automatic', 'classification', 'good', 'added', 'shopping', 'list', 'quickly', 'view', 'list', 'good', 'class', 'clothes', 'cosmetic', 'childrens', 'toy', 'etc', 'ui', 'implemented', 'filter', 'better', 'list', 'product', 'class', 'icon', 'placed', 'example', 'new', 'tab', 'list', 'registry']",Postive,0.47393939393939394
1,app work okay however based experience amazon removing functionality charging extra like photo nov music simple thing like playing specific song cost extra play song similar fee already pay expect bad decision like come amazon shopping app,"['app', 'work', 'okay', 'however', 'based', 'experience', 'amazon', 'removing', 'functionality', 'charging', 'extra', 'like', 'photo', 'nov', 'music', 'simple', 'thing', 'like', 'playing', 'specific', 'song', 'cost', 'extra', 'play', 'song', 'similar', 'fee', 'already', 'pay', 'expect', 'bad', 'decision', 'like', 'come', 'amazon', 'shopping', 'app']",Negative,-0.02857142857142855
1,app garage week struggling app freezing flashing crashing uninstalled reinstalled problem still exists going walmart app others shopping guess happens prime member shopped amazon year 😠😠😠,"['app', 'garage', 'week', 'struggling', 'app', 'freezing', 'flashing', 'crashing', 'uninstalled', 'reinstalled', 'problem', 'still', 'exists', 'going', 'walmart', 'app', 'others', 'shopping', 'guess', 'happens', 'prime', 'member', 'shopped', 'amazon', 'year', '😠😠😠']",Neutral,0.0
2,stop asking enable alexa want use alexa way turn constant reminder enabled app ok quick order nagged every ten second enable service want annoying navigation within app intuitive amazon keep moving thing soon figure find something like gift card balance change right back square one website much better,"['stop', 'asking', 'enable', 'alexa', 'want', 'use', 'alexa', 'way', 'turn', 'constant', 'reminder', 'enabled', 'app', 'ok', 'quick', 'order', 'nagged', 'every', 'ten', 'second', 'enable', 'service', 'want', 'annoying', 'navigation', 'within', 'app', 'intuitive', 'amazon', 'keep', 'moving', 'thing', 'soon', 'figure', 'find', 'something', 'like', 'gift', 'card', 'balance', 'change', 'right', 'back', 'square', 'one', 'website', 'much', 'better']",Postive,0.09100529100529099
1,love amazon app need lot work freeze every second entire time try using make even want shop take hour get anything load especially trying read review look customer picture review impossible shop around crashing freezing every second update making worse time keep getting amazon responding message kick repeatedly,"['love', 'amazon', 'app', 'need', 'lot', 'work', 'freeze', 'every', 'second', 'entire', 'time', 'try', 'using', 'make', 'even', 'want', 'shop', 'take', 'hour', 'get', 'anything', 'load', 'especially', 'trying', 'read', 'review', 'look', 'customer', 'picture', 'review', 'impossible', 'shop', 'around', 'crashing', 'freezing', 'every', 'second', 'update', 'making', 'worse', 'time', 'keep', 'getting', 'amazon', 'responding', 'message', 'kick', 'repeatedly']",Negative,-0.08095238095238096
1,ever since new update app randomly shut freeze lag cause restart phone cannot make two click without issue horribly frustrating app date cleared cache multiple time restarted phone countless time never frustrated app please fix,"['ever', 'since', 'new', 'update', 'app', 'randomly', 'shut', 'freeze', 'lag', 'cause', 'restart', 'phone', 'cannot', 'make', 'two', 'click', 'without', 'issue', 'horribly', 'frustrating', 'app', 'date', 'cleared', 'cache', 'multiple', 'time', 'restarted', 'phone', 'countless', 'time', 'never', 'frustrated', 'app', 'please', 'fix']",Negative,-0.06893939393939395
1,scrolling item absolutely miserable unpausble video ad sure mutescroll past shakey camera use half product make physically ill screen scroll downward video shake around screen perfect recipe motion sickness got point given searching certain item likely shown ad honestly prime cost much put,"['scrolling', 'item', 'absolutely', 'miserable', 'unpausble', 'video', 'ad', 'sure', 'mutescroll', 'past', 'shakey', 'camera', 'use', 'half', 'product', 'make', 'physically', 'ill', 'screen', 'scroll', 'downward', 'video', 'shake', 'around', 'screen', 'perfect', 'recipe', 'motion', 'sickness', 'got', 'point', 'given', 'searching', 'certain', 'item', 'likely', 'shown', 'ad', 'honestly', 'prime', 'cost', 'much', 'put']",Postive,0.05976190476190477
1,always one sluggish unresponsive apps regularly use latest update app freeze phone add item list execute action searching browsing item try go home switch different app taken back amazon page glitch occurred new home screen way escape reboot phone happens,"['always', 'one', 'sluggish', 'unresponsive', 'apps', 'regularly', 'use', 'latest', 'update', 'app', 'freeze', 'phone', 'add', 'item', 'list', 'execute', 'action', 'searching', 'browsing', 'item', 'try', 'go', 'home', 'switch', 'different', 'app', 'taken', 'back', 'amazon', 'page', 'glitch', 'occurred', 'new', 'home', 'screen', 'way', 'escape', 'reboot', 'phone', 'happens']",Postive,0.12272727272727273
1,extremely frustrating lag absolutely terribly slow go heart something provided option list would like item put go manually move everything take forever least could offer mass selection going long time year figured maybe fix guy never tried everything fix nothing work,"['extremely', 'frustrating', 'lag', 'absolutely', 'terribly', 'slow', 'go', 'heart', 'something', 'provided', 'option', 'list', 'would', 'like', 'item', 'put', 'go', 'manually', 'move', 'everything', 'take', 'forever', 'least', 'could', 'offer', 'mass', 'selection', 'going', 'long', 'time', 'year', 'figured', 'maybe', 'fix', 'guy', 'never', 'tried', 'everything', 'fix', 'nothing', 'work']",Negative,-0.2625
1,new update made app terrible far user friendly longer quickly check shipped list shortcut previously found line bottom page bunch useless stuff never use order history could find reduced month pay prime term shipping whenever free return get lucky sort price joke,"['new', 'update', 'made', 'app', 'terrible', 'far', 'user', 'friendly', 'longer', 'quickly', 'check', 'shipped', 'list', 'shortcut', 'previously', 'found', 'line', 'bottom', 'page', 'bunch', 'useless', 'stuff', 'never', 'use', 'order', 'history', 'could', 'find', 'reduced', 'month', 'pay', 'prime', 'term', 'shipping', 'whenever', 'free', 'return', 'get', 'lucky', 'sort', 'price', 'joke']",Postive,0.0012626262626262554
3,experience lot crashing experience freezing extended loading time upwards second pretty regularly would like able customize home feed zero percent interested content especially livestreams laughable concept messy cluttered becoming backwards app,"['experience', 'lot', 'crashing', 'experience', 'freezing', 'extended', 'loading', 'time', 'upwards', 'second', 'pretty', 'regularly', 'would', 'like', 'able', 'customize', 'home', 'feed', 'zero', 'percent', 'interested', 'content', 'especially', 'livestreams', 'laughable', 'concept', 'messy', 'cluttered', 'becoming', 'backwards', 'app']",Postive,0.08333333333333333
2,app crash way often exaggerationevery time try edit item wishlist app freeze shuts uninstalled reinstalled several time restarted phone made sure update app every time update available annoying love amazon would say app convenient crash time,"['app', 'crash', 'way', 'often', 'exaggerationevery', 'time', 'try', 'edit', 'item', 'wishlist', 'app', 'freeze', 'shuts', 'uninstalled', 'reinstalled', 'several', 'time', 'restarted', 'phone', 'made', 'sure', 'update', 'app', 'every', 'time', 'update', 'available', 'annoying', 'love', 'amazon', 'would', 'say', 'app', 'convenient', 'crash', 'time']",Postive,0.12
2,earth app new search filter absolute trash much difficult narrow thing properly everything much broad example men pant fit type straight loose fitted athletic slim bootcut etc etc also whole leftright column look really look good though old version flaw way better ui could improved,"['earth', 'app', 'new', 'search', 'filter', 'absolute', 'trash', 'much', 'difficult', 'narrow', 'thing', 'properly', 'everything', 'much', 'broad', 'example', 'men', 'pant', 'fit', 'type', 'straight', 'loose', 'fitted', 'athletic', 'slim', 'bootcut', 'etc', 'etc', 'also', 'whole', 'leftright', 'column', 'look', 'really', 'look', 'good', 'though', 'old', 'version', 'flaw', 'way', 'better', 'ui', 'could', 'improved']",Postive,0.13728146853146853
1,app gone functional barely functioning last month used run fine take forever load always erroring unable load absolute hot garbage supposed convenient frustrating poorly work work even strong wifi connection unable connect load anything,"['app', 'gone', 'functional', 'barely', 'functioning', 'last', 'month', 'used', 'run', 'fine', 'take', 'forever', 'load', 'always', 'erroring', 'unable', 'load', 'absolute', 'hot', 'garbage', 'supposed', 'convenient', 'frustrating', 'poorly', 'work', 'work', 'even', 'strong', 'wifi', 'connection', 'unable', 'connect', 'load', 'anything']",Negative,-0.045000000000000005
3,usually find looking reasonable price like give one price shipping may change checkout also like give delivery date becomes different delivery date completed order checkout amazon also give enough option bad review leaving blame anyone else giving scapegoat replace item,"['usually', 'find', 'looking', 'reasonable', 'price', 'like', 'give', 'one', 'price', 'shipping', 'may', 'change', 'checkout', 'also', 'like', 'give', 'delivery', 'date', 'becomes', 'different', 'delivery', 'date', 'completed', 'order', 'checkout', 'amazon', 'also', 'give', 'enough', 'option', 'bad', 'review', 'leaving', 'blame', 'anyone', 'else', 'giving', 'scapegoat', 'replace', 'item']",Negative,-0.14999999999999997
3,amount content term video ad high used relatively fast shopping easy experience year become bloated much le convenient term usability finding account option range easy ridiculously difficult sea menu seems like hundred option buried would huge improvement amazon simplify streamlined account option,"['amount', 'content', 'term', 'video', 'ad', 'high', 'used', 'relatively', 'fast', 'shopping', 'easy', 'experience', 'year', 'become', 'bloated', 'much', 'le', 'convenient', 'term', 'usability', 'finding', 'account', 'option', 'range', 'easy', 'ridiculously', 'difficult', 'sea', 'menu', 'seems', 'like', 'hundred', 'option', 'buried', 'would', 'huge', 'improvement', 'amazon', 'simplify', 'streamlined', 'account', 'option']",Postive,0.18952380952380957
1,many issue app seems get worse every update know going people updating app making want get rid amazon together example moving stuff list app crash freeze put item list searching item app crash well search consistent result trying filter search eliminates item,"['many', 'issue', 'app', 'seems', 'get', 'worse', 'every', 'update', 'know', 'going', 'people', 'updating', 'app', 'making', 'want', 'get', 'rid', 'amazon', 'together', 'example', 'moving', 'stuff', 'list', 'app', 'crash', 'freeze', 'put', 'item', 'list', 'searching', 'item', 'app', 'crash', 'well', 'search', 'consistent', 'result', 'trying', 'filter', 'search', 'eliminates', 'item']",Postive,0.11666666666666665
1,genuinely annoying app everything want open feature bad barely usable take list example cannot move placement item list app cannot view people attached list even see either basically desktop feature missing inaccessible inconvenient,"['genuinely', 'annoying', 'app', 'everything', 'want', 'open', 'feature', 'bad', 'barely', 'usable', 'take', 'list', 'example', 'cannot', 'move', 'placement', 'item', 'list', 'app', 'cannot', 'view', 'people', 'attached', 'list', 'even', 'see', 'either', 'basically', 'desktop', 'feature', 'missing', 'inaccessible', 'inconvenient']",Negative,-0.375
2,work pretty well easy navigate order history mix random item search make item harder find need add way turn video preview want picture video item scrolling make app much slower,"['work', 'pretty', 'well', 'easy', 'navigate', 'order', 'history', 'mix', 'random', 'item', 'search', 'make', 'item', 'harder', 'find', 'need', 'add', 'way', 'turn', 'video', 'preview', 'want', 'picture', 'video', 'item', 'scrolling', 'make', 'app', 'much', 'slower']",Postive,0.056666666666666664
1,unfortunately write first negative experience amazon long story short found promotion showed online app put item cart matched term promotion apply chatted customer service assured fix problem randomly got told needed call back hour transfer promotion page magically said longer available beyond disappointed frustrated,"['unfortunately', 'write', 'first', 'negative', 'experience', 'amazon', 'long', 'story', 'short', 'found', 'promotion', 'showed', 'online', 'app', 'put', 'item', 'cart', 'matched', 'term', 'promotion', 'apply', 'chatted', 'customer', 'service', 'assured', 'fix', 'problem', 'randomly', 'got', 'told', 'needed', 'call', 'back', 'hour', 'transfer', 'promotion', 'page', 'magically', 'said', 'longer', 'available', 'beyond', 'disappointed', 'frustrated']",Negative,-0.15
1,order use app forced view full screen ad cannot close know shopping app ad already ridiculous turned notification keep ad away every time open app full page ad cannot escape shown moment allowed use app,"['order', 'use', 'app', 'forced', 'view', 'full', 'screen', 'ad', 'cannot', 'close', 'know', 'shopping', 'app', 'ad', 'already', 'ridiculous', 'turned', 'notification', 'keep', 'ad', 'away', 'every', 'time', 'open', 'app', 'full', 'page', 'ad', 'cannot', 'escape', 'shown', 'moment', 'allowed', 'use', 'app']",Postive,0.013333333333333319
1,really hard time amazon lately shipping absolutely atrocious also make impossible leave feedback anything also blocked talk text option everything use constantly app work sure honestly corporate impossible get help work perfectly,"['really', 'hard', 'time', 'amazon', 'lately', 'shipping', 'absolutely', 'atrocious', 'also', 'make', 'impossible', 'leave', 'feedback', 'anything', 'also', 'blocked', 'talk', 'text', 'option', 'everything', 'use', 'constantly', 'app', 'work', 'sure', 'honestly', 'corporate', 'impossible', 'get', 'help', 'work', 'perfectly']",Negative,-0.12499999999999994
1,latest update made searching specific item difficult tried give week see needed time get used suck search result broad fairly unrelated actually searching trying filter much help either trying filter brand still show cheap knockoff lookalikes trying filter price range show expensive lookalikes sponsored item like trying hide item actually want buy,"['latest', 'update', 'made', 'searching', 'specific', 'item', 'difficult', 'tried', 'give', 'week', 'see', 'needed', 'time', 'get', 'used', 'suck', 'search', 'result', 'broad', 'fairly', 'unrelated', 'actually', 'searching', 'trying', 'filter', 'much', 'help', 'either', 'trying', 'filter', 'brand', 'still', 'show', 'cheap', 'knockoff', 'lookalikes', 'trying', 'filter', 'price', 'range', 'show', 'expensive', 'lookalikes', 'sponsored', 'item', 'like', 'trying', 'hide', 'item', 'actually', 'want', 'buy']",Postive,0.08624999999999998
1,ever since update month ago worst app ever frustrating ridiculously slow could go computer log app load page button moved bottom big deal app somehow got really slow alexa button always present way even disabled alexa already switched store shopping solely longer easy shop amazon new app version,"['ever', 'since', 'update', 'month', 'ago', 'worst', 'app', 'ever', 'frustrating', 'ridiculously', 'slow', 'could', 'go', 'computer', 'log', 'app', 'load', 'page', 'button', 'moved', 'bottom', 'big', 'deal', 'app', 'somehow', 'got', 'really', 'slow', 'alexa', 'button', 'always', 'present', 'way', 'even', 'disabled', 'alexa', 'already', 'switched', 'store', 'shopping', 'solely', 'longer', 'easy', 'shop', 'amazon', 'new', 'app', 'version']",Negative,-0.18114478114478116
3,quick shopping right finger tip love amazon fast shipping great variety available anytime app well crash please get dark mode setting ease light eye screen also higher version app designed phone smaller ram limited storage space would super helpful,"['quick', 'shopping', 'right', 'finger', 'tip', 'love', 'amazon', 'fast', 'shipping', 'great', 'variety', 'available', 'anytime', 'app', 'well', 'crash', 'please', 'get', 'dark', 'mode', 'setting', 'ease', 'light', 'eye', 'screen', 'also', 'higher', 'version', 'app', 'designed', 'phone', 'smaller', 'ram', 'limited', 'storage', 'space', 'would', 'super', 'helpful']",Postive,0.2734126984126984
1,suddenly android app always running need capable tapping icon start app case confused visually unappealing bottom menu intuitive roadblock use difficult access many people joint issue finger thanks making app terrible color scheme literally physically painful use,"['suddenly', 'android', 'app', 'always', 'running', 'need', 'capable', 'tapping', 'icon', 'start', 'app', 'case', 'confused', 'visually', 'unappealing', 'bottom', 'menu', 'intuitive', 'roadblock', 'use', 'difficult', 'access', 'many', 'people', 'joint', 'issue', 'finger', 'thanks', 'making', 'app', 'terrible', 'color', 'scheme', 'literally', 'physically', 'painful', 'use']",Negative,-0.23333333333333334
4,couple week ago app randomly changed spanish switch back english every time open change page look get phone normal way work update switching previous version fixed broken fix edit month forced update app much difficult navigate still cannot manage kindle content see ku list 😟,"['couple', 'week', 'ago', 'app', 'randomly', 'changed', 'spanish', 'switch', 'back', 'english', 'every', 'time', 'open', 'change', 'page', 'look', 'get', 'phone', 'normal', 'way', 'work', 'update', 'switching', 'previous', 'version', 'fixed', 'broken', 'fix', 'edit', 'month', 'forced', 'update', 'app', 'much', 'difficult', 'navigate', 'still', 'cannot', 'manage', 'kindle', 'content', 'see', 'ku', 'list', '😟']",Negative,-0.14696969696969697
1,delivery notification longer work used get notification package delivered get nothing verified notification setting enabled app well device setting delivery notification biggest reason app installed fix soon reason keep app,"['delivery', 'notification', 'longer', 'work', 'used', 'get', 'notification', 'package', 'delivered', 'get', 'nothing', 'verified', 'notification', 'setting', 'enabled', 'app', 'well', 'device', 'setting', 'delivery', 'notification', 'biggest', 'reason', 'app', 'installed', 'fix', 'soon', 'reason', 'keep', 'app']",Neutral,0.0
1,since update app say address fors exist change address called customer service showing end even tho thing delivered residence forever update billing address change back correct one screen uninstalled reinstalled app placed order idea payment go thru billing address different screen,"['since', 'update', 'app', 'say', 'address', 'fors', 'exist', 'change', 'address', 'called', 'customer', 'service', 'showing', 'end', 'even', 'tho', 'thing', 'delivered', 'residence', 'forever', 'update', 'billing', 'address', 'change', 'back', 'correct', 'one', 'screen', 'uninstalled', 'reinstalled', 'app', 'placed', 'order', 'idea', 'payment', 'go', 'thru', 'billing', 'address', 'different', 'screen']",Neutral,0.0
1,carefully designed lack filter barrier impulse purchase want filter product made china want see clothes made sustainable material different variation exact product spam search page zero transparency product company counterfeit personal care product run rampant would love see amazon become ethical transparent,"['carefully', 'designed', 'lack', 'filter', 'barrier', 'impulse', 'purchase', 'want', 'filter', 'product', 'made', 'china', 'want', 'see', 'clothes', 'made', 'sustainable', 'material', 'different', 'variation', 'exact', 'product', 'spam', 'search', 'page', 'zero', 'transparency', 'product', 'company', 'counterfeit', 'personal', 'care', 'product', 'run', 'rampant', 'would', 'love', 'see', 'amazon', 'become', 'ethical', 'transparent']",Postive,0.1416666666666667
1,company many resource technologically advanced amazon cannot develop decent appshopping experience boggles mind year using app becomes le user friendly susceptible problem every update damn thing remains stable usable minute freezesevery time would embarrassed apps developer,"['company', 'many', 'resource', 'technologically', 'advanced', 'amazon', 'cannot', 'develop', 'decent', 'appshopping', 'experience', 'boggles', 'mind', 'year', 'using', 'app', 'becomes', 'le', 'user', 'friendly', 'susceptible', 'problem', 'every', 'update', 'damn', 'thing', 'remains', 'stable', 'usable', 'minute', 'freezesevery', 'time', 'would', 'embarrassed', 'apps', 'developer']",Postive,0.36041666666666666
1,inconsistent app load anything often open show blan white page loading something never actually load anything often let view order list frequently crash freeze often respond magically respond several click almost place order something never looked update dropped star app work time attempt get app work,"['inconsistent', 'app', 'load', 'anything', 'often', 'open', 'show', 'blan', 'white', 'page', 'loading', 'something', 'never', 'actually', 'load', 'anything', 'often', 'let', 'view', 'order', 'list', 'frequently', 'crash', 'freeze', 'often', 'respond', 'magically', 'respond', 'several', 'click', 'almost', 'place', 'order', 'something', 'never', 'looked', 'update', 'dropped', 'star', 'app', 'work', 'time', 'attempt', 'get', 'app', 'work']",Postive,0.09999999999999999
2,edit used get shippingdelivery notification want also get ad want look like either turn notification give kind turn lose important notification delivery suck edit strange searching amazon app previous next button instead continuous scrolling look like stepped year back time,"['edit', 'used', 'get', 'shippingdelivery', 'notification', 'want', 'also', 'get', 'ad', 'want', 'look', 'like', 'either', 'turn', 'notification', 'give', 'kind', 'turn', 'lose', 'important', 'notification', 'delivery', 'suck', 'edit', 'strange', 'searching', 'amazon', 'app', 'previous', 'next', 'button', 'instead', 'continuous', 'scrolling', 'look', 'like', 'stepped', 'year', 'back', 'time']",Postive,0.13055555555555556
2,change shipping address without selecting order confirmation try viewing saved address trying find book kindle version keep popping find physical copy page kindle easy miss workbook study guide keep popping instead regular version book swap hard paperback copy version book one page nuisance cannot tell apart,"['change', 'shipping', 'address', 'without', 'selecting', 'order', 'confirmation', 'try', 'viewing', 'saved', 'address', 'trying', 'find', 'book', 'kindle', 'version', 'keep', 'popping', 'find', 'physical', 'copy', 'page', 'kindle', 'easy', 'miss', 'workbook', 'study', 'guide', 'keep', 'popping', 'instead', 'regular', 'version', 'book', 'swap', 'hard', 'paperback', 'copy', 'version', 'book', 'one', 'page', 'nuisance', 'cannot', 'tell', 'apart']",Postive,0.035416666666666666
2,buggy limited nice access amazon phone webapp used lack lot feature find site silly since mostly frameview website full featured app sometimes overflow outside view window scrolling get really weird since move bit left right constant error message something went wrong filter search sometimes broken lot issue mess,"['buggy', 'limited', 'nice', 'access', 'amazon', 'phone', 'webapp', 'used', 'lack', 'lot', 'feature', 'find', 'site', 'silly', 'since', 'mostly', 'frameview', 'website', 'full', 'featured', 'app', 'sometimes', 'overflow', 'outside', 'view', 'window', 'scrolling', 'get', 'really', 'weird', 'since', 'move', 'bit', 'left', 'right', 'constant', 'error', 'message', 'something', 'went', 'wrong', 'filter', 'search', 'sometimes', 'broken', 'lot', 'issue', 'mess']",Negative,-0.0315934065934066
1,lot misleading product search result example result product listed click go product page actually listed search result even close looking example search rain boot first product listed leather boot even waterproof wondering ever going fix bc issue constantly pushing lowrated product app suck,"['lot', 'misleading', 'product', 'search', 'result', 'example', 'result', 'product', 'listed', 'click', 'go', 'product', 'page', 'actually', 'listed', 'search', 'result', 'even', 'close', 'looking', 'example', 'search', 'rain', 'boot', 'first', 'product', 'listed', 'leather', 'boot', 'even', 'waterproof', 'wondering', 'ever', 'going', 'fix', 'bc', 'issue', 'constantly', 'pushing', 'lowrated', 'product', 'app', 'suck']",Postive,0.08333333333333333
2,amazon changed developer last update 😭 please switch back app functioning properly barely got checkout searched x remembered needed remove something cart kept bringing back search page searched still gave x search please make amazon app functional amazon always love mine however midst hurricane ian needed ease frustrated,"['amazon', 'changed', 'developer', 'last', 'update', '😭', 'please', 'switch', 'back', 'app', 'functioning', 'properly', 'barely', 'got', 'checkout', 'searched', 'x', 'remembered', 'needed', 'remove', 'something', 'cart', 'kept', 'bringing', 'back', 'search', 'page', 'searched', 'still', 'gave', 'x', 'search', 'please', 'make', 'amazon', 'app', 'functional', 'amazon', 'always', 'love', 'mine', 'however', 'midst', 'hurricane', 'ian', 'needed', 'ease', 'frustrated']",Negative,-0.024999999999999984
3,amazin app great appreciate use service phone well thing annoys wish list able select multiple item want move one thing another list go item item move shoot back top wish list scrolling back left placeholder automatically removed moved item pretty annoying,"['amazin', 'app', 'great', 'appreciate', 'use', 'service', 'phone', 'well', 'thing', 'annoys', 'wish', 'list', 'able', 'select', 'multiple', 'item', 'want', 'move', 'one', 'thing', 'another', 'list', 'go', 'item', 'item', 'move', 'shoot', 'back', 'top', 'wish', 'list', 'scrolling', 'back', 'left', 'placeholder', 'automatically', 'removed', 'moved', 'item', 'pretty', 'annoying']",Postive,0.13888888888888887
